#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 09 22 15 00  MM  0.0  0.5    MM    MM    MM  MM     MM  10.5    MM    MM   MM   MM    MM
2024 09 22 14 00  40  2.1  2.6    MM    MM    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2024 09 22 13 00  90  4.1  5.1    MM    MM    MM  MM     MM   9.5    MM    MM   MM   MM    MM
2024 09 22 12 00  30  1.5  1.5    MM    MM    MM  MM     MM  10.1    MM    MM   MM   MM    MM
2024 09 22 11 00  MM  0.0  1.0    MM    MM    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2024 09 22 10 00  MM  0.0  1.0    MM    MM    MM  MM     MM  10.4    MM    MM   MM   MM    MM
2024 09 22 09 00 120  1.5  2.1    MM    MM    MM  MM     MM  11.0    MM    MM   MM   MM    MM
2024 09 22 08 00  50  1.5  1.5    MM    MM    MM  MM     MM  11.4    MM    MM   MM   MM    MM
2024 09 22 07 00  10  2.1  2.6    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 22 06 00  MM  0.0  0.5    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 22 05 00 360  6.2  7.2    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 22 04 00 360  4.1  4.6    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 22 03 00 350  5.7  7.2    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 22 02 00 350  7.2  8.2    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 22 01 00 350  5.7  6.7    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 22 00 00 350  8.2  8.8    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 21 23 00 350  8.8  9.3    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 21 22 00 350  7.7  8.2    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 21 21 00 350  7.2  7.7    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 21 20 00 340  6.7  7.2    MM    MM    MM  MM     MM  11.6    MM    MM   MM   MM    MM
2024 09 21 19 00 340  5.7  6.2    MM    MM    MM  MM     MM  11.2    MM    MM   MM   MM    MM
2024 09 21 18 00 350  5.1  5.7    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 09 21 17 00 340  1.5  1.5    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 09 21 16 00  60  3.1  3.6    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 09 21 15 00  70  2.1  2.6    MM    MM    MM  MM     MM   8.9    MM    MM   MM   MM    MM
2024 09 21 14 00  40  2.1  2.1    MM    MM    MM  MM     MM   8.9    MM    MM   MM   MM    MM
2024 09 21 13 00  70  3.1  3.6    MM    MM    MM  MM     MM   8.9    MM    MM   MM   MM    MM
2024 09 21 12 00  60  2.1  2.6    MM    MM    MM  MM     MM   9.0    MM    MM   MM   MM    MM
2024 09 21 11 00  80  2.1  2.1    MM    MM    MM  MM     MM   9.0    MM    MM   MM   MM    MM
2024 09 21 10 00  90  3.1  3.6    MM    MM    MM  MM     MM   9.3    MM    MM   MM   MM    MM
2024 09 21 09 00  60  2.1  2.6    MM    MM    MM  MM     MM   9.9    MM    MM   MM   MM    MM
2024 09 21 08 00  80  2.1  2.6    MM    MM    MM  MM     MM  10.3    MM    MM   MM   MM    MM
2024 09 21 07 00  MM  0.0  1.0    MM    MM    MM  MM     MM  10.6    MM    MM   MM   MM    MM
2024 09 21 06 00  20  0.5  1.0    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 21 05 00  20  4.6  5.1    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 21 04 00 360  6.2  7.2    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 21 03 00 360  7.2  8.2    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 21 02 00 360  6.7  7.7    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 21 01 00 340  9.3 10.8    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 21 00 00 340  6.7  7.7    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 20 23 00 340  6.2  7.2    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 20 22 00 340  8.2  8.8    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 20 21 00 340  8.8  9.8    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 20 20 00 340  5.7  6.7    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 20 19 00 340  7.7  8.8    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 20 18 00  10  2.1  3.1    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 20 17 00  40  2.1  2.6    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 20 16 00  50  2.6  3.1    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 20 15 00  80  2.1  2.1    MM    MM    MM  MM     MM  10.3    MM    MM   MM   MM    MM
2024 09 20 14 00  50  2.1  2.6    MM    MM    MM  MM     MM  10.5    MM    MM   MM   MM    MM
2024 09 20 13 00  70  2.1  2.6    MM    MM    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2024 09 20 12 00  50  1.5  1.5    MM    MM    MM  MM     MM  10.9    MM    MM   MM   MM    MM
2024 09 20 11 00  60  1.5  1.5    MM    MM    MM  MM     MM  11.2    MM    MM   MM   MM    MM
2024 09 20 10 00 320  1.5  2.6    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 20 09 00  MM  0.0  1.0    MM    MM    MM  MM     MM  12.7    MM    MM   MM   MM    MM
2024 09 20 08 00  40  3.6  4.1    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 20 07 00  20  6.2  7.2    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 20 06 00 360  9.3 11.8    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 20 05 00  10  5.7  6.7    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 20 04 00 350  8.8  9.8    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 20 03 00 360  9.3 10.8    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 20 02 00 350  7.2  8.2    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 20 01 00 350  6.2  7.2    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 20 00 00 350  6.2  7.2    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 19 23 00 340  8.2  9.8    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 19 22 00 350  9.8 10.8    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 19 21 00 350  9.8 11.3    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 19 20 00 350 10.3 11.8    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 19 19 00 350  5.1  5.7    MM    MM    MM  MM     MM  12.7    MM    MM   MM   MM    MM
2024 09 19 18 00 360  9.3 10.8    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 19 17 00 340  4.6  5.1    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 19 16 00 350  2.6  3.6    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 19 15 00 350  2.1  2.6    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 19 14 00  80  2.1  3.1    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 19 13 00 350  3.1  3.6    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 19 12 00  80  2.1  2.1    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 19 11 00  70  1.0  1.5    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 19 10 00  60  2.1  2.1    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 19 09 00 350  4.6  5.7    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 19 08 00  20  1.5  1.5    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 19 07 00 340  2.6  2.6    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 19 06 00  10  1.0  1.5    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 19 05 00 160  1.0  1.5    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 19 04 00 350  2.6  3.1    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 19 03 00 340  3.6  4.6    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 19 02 00 360  7.2  8.2    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 19 01 00 350  8.8 10.3    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 19 00 00 350  9.3 10.3    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 18 23 00 340  7.7  8.2    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 18 22 00 350  5.7  6.2    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 18 21 00 350  7.2  8.2    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 18 20 00 340  6.2  6.7    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 18 19 00 350  6.2  7.2    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 18 18 00 350  4.6  5.7    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 18 17 00 340  4.1  4.6    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 18 16 00  30  1.5  2.1    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 18 15 00 360  1.0  1.5    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 18 14 00 340  0.5  0.5    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 18 13 00  60  0.5  1.0    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 18 12 00  50  1.0  1.5    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 18 11 00 350  0.5  1.0    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 18 10 00  MM  0.0  0.0    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 18 09 00  MM  0.0  0.0    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 18 08 00  MM  0.0  0.0    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 18 07 00 190  1.5  2.1    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 18 06 00 180  4.1  4.6    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 18 05 00 180  4.1  5.1    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 18 04 00 180  4.6  5.1    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 18 03 00 180  6.2  7.2    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 18 02 00 190  7.2  8.2    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 18 01 00 190  8.8 10.8    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 18 00 00 190  8.2  9.8    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 17 23 00 190  7.2  8.2    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 17 22 00 190  6.2  7.2    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 17 21 00 190  7.7  9.3    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 17 20 00 190  8.2  9.8    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 17 19 00 190  6.7  8.2    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 17 18 00 190  7.2  7.7    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 17 17 00 190  7.2  8.2    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 17 16 00 180  4.6  5.7    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 17 15 00 190  1.0  1.5    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 17 14 00 150  1.0  1.5    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 17 13 00 180  1.0  1.5    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 17 12 00 200  1.0  1.0    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 17 11 00 160  1.5  2.1    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 17 10 00 150  1.5  1.5    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 17 09 00  MM  0.0  0.5    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 17 08 00  30  1.5  1.5    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 17 07 00 310  3.1  3.6    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 17 06 00 320  3.6  4.1    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 17 05 00 330  1.5  2.1    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 17 04 00 360  5.1  5.7    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 17 03 00 360  5.7  6.7    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 17 02 00 360  7.2  8.2    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 17 01 00 350  7.7  8.8    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 17 00 00 350  8.2  9.3    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 16 23 00 350  7.7  8.8    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 16 22 00 340  6.2  7.7    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 16 21 00 350  7.7  8.8    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 16 20 00 350  7.7  8.8    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 16 19 00 340  3.6  3.6    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 16 18 00 300  2.6  2.6    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 16 17 00  70  2.6  3.1    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 09 16 16 00  80  2.1  2.6    MM    MM    MM  MM     MM  10.0    MM    MM   MM   MM    MM
2024 09 16 15 00  70  2.1  2.1    MM    MM    MM  MM     MM   9.3    MM    MM   MM   MM    MM
2024 09 16 14 00  90  3.1  4.1    MM    MM    MM  MM     MM   9.5    MM    MM   MM   MM    MM
2024 09 16 13 00  70  2.1  2.1    MM    MM    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2024 09 16 12 00  50  2.1  2.6    MM    MM    MM  MM     MM  11.0    MM    MM   MM   MM    MM
2024 09 16 11 00  MM  0.0  0.5    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 16 10 00  70  1.5  2.1    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 16 09 00 360  2.1  2.1    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 16 08 00  20  4.1  4.6    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 16 07 00 360  5.1  5.7    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 16 06 00 360  9.3  9.8    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 16 05 00 360  9.3  9.8    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 16 04 00  10  4.6  6.7    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 16 03 00 360 10.3 11.8    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 16 02 00 350 11.3 12.4    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 16 01 00 350  9.3 10.8    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 16 00 00 350  8.2  9.8    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 15 23 00 350  9.3  9.8    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 15 22 00 350  7.7  8.8    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 15 21 00 350  8.2  8.8    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 15 20 00 350  6.7  7.2    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 15 19 00 340  4.6  5.1    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 15 18 00 340  3.6  4.1    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 15 17 00 290  1.0  1.0    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 15 16 00  40  0.5  1.0    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 15 15 00  MM  0.0  0.5    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 15 14 00  80  1.0  1.0    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 15 13 00 110  1.0  1.0    MM    MM    MM  MM     MM  11.7    MM    MM   MM   MM    MM
2024 09 15 12 00  60  2.1  2.1    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 15 11 00  60  2.1  2.1    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 15 10 00  90  1.0  1.5    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 15 09 00  70  1.0  1.0    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 15 08 00  MM  0.0  0.5    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 15 07 00  MM  0.0  0.0    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 15 06 00 160  1.0  1.0    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 15 05 00 210  1.5  1.5    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 15 04 00  MM  0.0  0.5    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 15 03 00 320  1.0  1.5    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 15 02 00  MM  0.0  0.5    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 15 01 00  MM  0.0  1.0    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 15 00 00 330  2.6  3.1    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 14 23 00 260  2.1  2.6    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 14 22 00 220  3.6  4.1    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 14 21 00 210  3.6  4.1    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 14 20 00 200  3.6  4.1    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 14 19 00 200  2.6  3.1    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 14 18 00 200  3.6  3.6    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 14 17 00 190  2.6  2.6    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 14 16 00  MM  0.0  1.0    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 14 15 00 100  1.0  1.5    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 14 14 00  70  1.0  1.0    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 14 13 00  70  1.5  1.5    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 14 12 00  70  1.0  1.5    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 14 11 00  90  1.0  1.5    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 14 10 00 150  1.5  2.1    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 14 09 00 200  1.0  1.5    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 14 08 00 210  2.1  2.1    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 14 07 00 240  1.5  1.5    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 14 06 00  MM  0.0  0.0    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 14 05 00 330  1.5  2.1    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 14 04 00 340  3.1  3.6    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 14 03 00 340  3.6  4.6    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 14 02 00 360  2.1  2.6    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 14 01 00 350  5.1  6.2    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 14 00 00 330  6.7  7.2    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 13 23 00 340  5.7  6.7    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 13 22 00 340  5.7  6.2    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 13 21 00 340  6.7  7.2    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 13 20 00 340  5.1  5.7    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 13 19 00 340  3.6  4.1    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 13 18 00 340  2.6  3.1    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 13 17 00 360  1.0  1.5    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 13 16 00  80  2.1  2.6    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 13 15 00  70  3.1  3.6    MM    MM    MM  MM     MM  10.7    MM    MM   MM   MM    MM
2024 09 13 14 00  80  2.1  3.1    MM    MM    MM  MM     MM   9.8    MM    MM   MM   MM    MM
2024 09 13 13 00  70  1.5  2.1    MM    MM    MM  MM     MM   9.8    MM    MM   MM   MM    MM
2024 09 13 12 00  70  3.1  3.6    MM    MM    MM  MM     MM  10.0    MM    MM   MM   MM    MM
2024 09 13 11 00  90  2.6  3.6    MM    MM    MM  MM     MM  10.6    MM    MM   MM   MM    MM
2024 09 13 10 00  70  2.1  2.1    MM    MM    MM  MM     MM  11.2    MM    MM   MM   MM    MM
2024 09 13 09 00  70  1.5  1.5    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 13 08 00  60  1.0  1.5    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 13 07 00  70  0.5  0.5    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 13 06 00  60  0.5  1.0    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 13 05 00  MM  0.0  0.5    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 13 04 00 340  1.5  2.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 13 03 00 350  2.6  3.1    MM    MM    MM  MM     MM  14.4    MM    MM   MM   MM    MM
2024 09 13 02 00 330  3.6  4.1    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 13 01 00 330  4.1  4.6    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 13 00 00 330  5.7  6.2    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 12 23 00 330  4.1  4.6    MM    MM    MM  MM     MM  15.0    MM    MM   MM   MM    MM
2024 09 12 22 00 310  3.6  3.6    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 12 21 00 290  3.1  4.1    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 09 12 20 00 290  4.6  5.7    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 12 19 00 300  3.6  4.1    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 12 18 00 340  3.6  4.1    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 09 12 17 00 330  4.6  4.6    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 12 16 00 350  3.1  4.1    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 12 15 00 280  3.1  3.6    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 12 14 00 260  4.1  4.6    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 12 13 00 230  1.5  1.5    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 12 12 00 280  3.1  3.6    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 12 11 00 290  2.6  3.6    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 09 12 10 00 260  2.6  3.6    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 12 09 00  MM  0.0  0.5    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 12 08 00  MM  0.0  0.5    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 12 07 00 300  6.7  7.7    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 12 06 00  MM  0.0  0.5    MM    MM    MM  MM     MM  14.5    MM    MM   MM   MM    MM
2024 09 12 05 00 310  4.1  4.6    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
